Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG
True,True,False,0.05,0.866,0.084,4,1
False,True,False,0.017,0.928,0.055,1,1
False,False,False,0.094,0.69,0.217,1,0
False,False,False,0.068,0.932,0.0,0,1
True,True,False,0.07,0.673,0.257,0,1
True,False,False,0.0,0.648,0.352,1,0
True,False,False,0.0,0.743,0.257,1,2
False,False,False,0.022,0.978,0.0,1,0
False,False,False,0.0,0.952,0.048,1,0
False,False,False,0.07,0.865,0.065,0,0
False,False,True,0.0,0.969,0.031,2,0
True,False,False,0.134,0.829,0.037,0,3
False,False,False,0.031,0.904,0.064,0,5
True,False,False,0.0,0.909,0.091,0,0
False,False,False,0.152,0.848,0.0,0,2
True,False,False,0.059,0.72,0.221,4,0
True,True,False,0.0,0.779,0.221,0,1
False,False,False,0.0,0.863,0.137,0,2
True,True,False,0.0,0.686,0.314,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.059,0.744,0.197,0,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.029,0.787,0.184,2,0
False,False,False,0.024,0.959,0.017,0,0
True,False,False,0.0,0.871,0.129,0,0
True,False,False,0.034,0.787,0.179,1,1
True,False,False,0.0,0.653,0.347,1,0
True,False,False,0.048,0.847,0.105,0,0
False,True,False,0.011,0.856,0.133,1,0
False,False,False,0.0,1.0,0.0,2,1
False,False,False,0.017,0.85,0.133,1,1
True,True,False,0.142,0.759,0.1,0,0
False,False,False,0.0,0.705,0.295,3,2
True,False,False,0.121,0.706,0.174,0,1
True,False,False,0.013,0.843,0.144,1,1
False,False,False,0.0,0.889,0.111,0,0
False,False,False,0.28,0.621,0.099,2,2
False,False,False,0.0,1.0,0.0,1,0
True,False,False,0.035,0.801,0.163,0,0
False,False,False,0.0,0.935,0.065,0,0
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.814,0.186,1,0
False,False,False,0.06,0.906,0.034,1,7
False,False,False,0.063,0.901,0.036,0,0
False,False,False,0.0,0.974,0.026,0,2
True,False,False,0.07,0.876,0.054,1,4
False,False,False,0.066,0.818,0.116,2,3
True,False,False,0.085,0.781,0.134,2,6
False,False,False,0.0,0.952,0.048,0,2
False,False,False,0.0,0.916,0.084,4,5
True,False,False,0.0,0.821,0.179,1,1
True,False,True,0.099,0.81,0.091,4,4
True,True,True,0.036,0.764,0.2,1,1
True,False,False,0.142,0.526,0.332,0,1
True,True,False,0.0,0.608,0.392,2,1
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.048,0.829,0.122,1,0
False,False,False,0.0,0.914,0.086,0,1
False,False,False,0.0,0.89,0.11,0,0
False,False,False,0.0,0.838,0.162,0,0
True,False,False,0.082,0.758,0.161,0,1
False,False,False,0.323,0.677,0.0,1,1
False,False,False,0.028,0.768,0.204,1,0
False,True,False,0.0,0.659,0.341,0,0
False,True,False,0.029,0.936,0.035,0,0
True,False,False,0.0,0.667,0.333,1,0
False,False,False,0.052,0.928,0.02,2,1
True,False,False,0.0,0.834,0.166,4,1
False,False,False,0.044,0.891,0.065,2,2
True,False,False,0.0,0.854,0.146,0,0
True,True,False,0.024,0.906,0.071,0,1
True,False,False,0.0,0.888,0.112,1,0
True,False,False,0.093,0.808,0.099,2,3
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.166,0.307,0.527,0,1
True,True,False,0.0,0.639,0.361,2,1
True,True,False,0.0,0.239,0.761,0,0
True,False,True,0.039,0.922,0.038,4,3
True,False,False,0.0,0.829,0.171,3,1
True,False,True,0.088,0.85,0.061,3,5
True,False,False,0.038,0.779,0.184,1,0
True,True,False,0.0,0.631,0.369,2,2
False,False,False,0.081,0.919,0.0,4,3
False,False,False,0.089,0.853,0.058,1,1
True,False,False,0.057,0.865,0.078,1,3
True,False,False,0.0,0.718,0.282,0,0
False,False,False,0.039,0.961,0.0,1,0
False,False,False,0.0,0.946,0.054,0,0
True,True,False,0.063,0.747,0.19,0,0
False,False,False,0.199,0.801,0.0,0,1
False,False,False,0.0,0.944,0.056,1,0
False,False,False,0.043,0.957,0.0,0,0
False,False,False,0.0,0.892,0.108,1,0
True,False,False,0.0,0.766,0.234,1,0
False,False,False,0.0,1.0,0.0,0,1
True,True,False,0.074,0.818,0.109,1,1
False,False,False,0.318,0.509,0.173,0,1
True,True,False,0.0,0.297,0.703,2,0
False,False,False,0.0,0.922,0.078,0,0
False,True,False,0.054,0.759,0.187,1,1
False,True,False,0.189,0.811,0.0,1,1
False,False,False,0.0,1.0,0.0,1,0
True,False,False,0.112,0.631,0.257,5,3
True,False,False,0.0,0.737,0.263,0,0
False,False,False,0.023,0.921,0.056,0,0
False,False,False,0.071,0.844,0.084,0,0
True,True,False,0.0,0.797,0.203,1,0
True,False,True,0.037,0.87,0.092,0,0
True,False,False,0.0,0.687,0.313,0,0
True,False,False,0.078,0.766,0.156,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.828,0.172,1,0
False,False,False,0.046,0.906,0.048,1,1
False,False,False,0.0,0.597,0.403,0,0
False,True,False,0.04,0.846,0.115,0,0
False,False,False,0.014,0.84,0.147,3,0
True,False,False,0.033,0.836,0.131,1,1
False,False,False,0.075,0.907,0.018,2,1
True,False,False,0.017,0.849,0.134,1,1
False,False,False,0.052,0.775,0.173,1,2
True,False,False,0.0,0.84,0.16,1,0
False,False,False,0.025,0.889,0.085,0,0
True,False,False,0.068,0.788,0.144,2,1
True,False,False,0.033,0.864,0.103,4,1
False,False,True,0.0,0.939,0.061,0,1
True,False,False,0.0,0.706,0.294,1,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.097,0.624,0.279,0,0
False,False,False,0.0,0.976,0.024,2,1
True,True,False,0.0,0.743,0.257,1,0
False,False,False,0.0,0.839,0.161,1,0
True,True,False,0.043,0.781,0.176,5,1
True,False,False,0.078,0.712,0.21,1,0
True,False,False,0.0,0.704,0.296,0,0
True,True,False,0.057,0.705,0.237,1,0
True,False,False,0.0,0.791,0.209,0,0
True,True,False,0.0,0.239,0.761,0,0
True,False,False,0.0,0.774,0.226,0,1
True,True,False,0.122,0.698,0.18,2,0
False,False,False,0.0,0.887,0.113,0,0
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.729,0.271,0,1
True,False,False,0.063,0.703,0.234,0,2
False,False,False,0.0,0.898,0.102,0,0
False,False,False,0.055,0.817,0.128,1,1
False,False,False,0.033,0.919,0.048,1,3
False,True,False,0.327,0.673,0.0,0,0
False,False,False,0.079,0.852,0.069,1,2
False,False,False,0.057,0.792,0.152,0,1
False,False,False,0.075,0.925,0.0,1,0
True,False,False,0.0,0.803,0.197,0,0
False,False,True,0.0,1.0,0.0,0,0
False,False,False,0.061,0.707,0.232,3,3
False,False,False,0.006,0.934,0.06,1,0
False,True,False,0.0,0.747,0.253,2,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.976,0.024,0,0
False,True,False,0.076,0.664,0.261,2,3
False,False,False,0.0,0.491,0.509,2,0
False,True,False,0.011,0.892,0.097,3,2
False,False,False,0.075,0.808,0.117,0,2
True,False,False,0.0,0.882,0.118,1,0
False,False,False,0.085,0.89,0.025,1,6
True,False,False,0.0,0.889,0.111,2,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,1,0
False,True,False,0.014,0.83,0.156,1,1
True,False,False,0.131,0.755,0.114,0,3
True,False,False,0.0,0.845,0.155,3,1
True,False,False,0.024,0.853,0.123,3,1
True,False,False,0.023,0.817,0.16,4,2
True,False,False,0.0,0.73,0.27,0,0
True,False,False,0.067,0.669,0.264,2,3
False,False,False,0.054,0.907,0.039,2,3
False,False,False,0.0,0.847,0.153,1,0
True,False,False,0.0,0.633,0.367,0,0
True,False,False,0.0,0.659,0.341,2,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.629,0.371,1,0
False,False,False,0.0,0.894,0.106,0,0
False,False,False,0.0,0.912,0.088,0,0
True,False,False,0.0,0.366,0.634,0,0
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.0,1.0,0.0,1,0
True,True,False,0.05,0.815,0.135,0,2
False,False,False,0.061,0.881,0.058,1,2
True,True,True,0.056,0.772,0.172,2,0
False,False,False,0.076,0.911,0.013,0,5
False,False,False,0.031,0.942,0.027,1,0
False,False,False,0.081,0.821,0.098,0,2
False,True,False,0.0,0.853,0.147,0,2
False,True,False,0.0,0.813,0.187,3,0
True,False,False,0.0,0.843,0.157,1,0
False,False,False,0.062,0.937,0.0,0,0
False,False,False,0.0,0.856,0.144,1,0
False,True,True,0.06,0.863,0.076,2,3
True,True,False,0.029,0.786,0.185,0,2
False,False,False,0.0,0.933,0.067,0,1
False,False,True,0.02,0.917,0.063,0,0
True,True,False,0.0,0.69,0.31,1,0
False,False,False,0.05,0.926,0.025,1,1
False,False,False,0.0,0.875,0.125,0,0
False,False,True,0.053,0.947,0.0,1,1
False,False,False,0.0,1.0,0.0,0,1
False,False,False,0.178,0.698,0.125,0,2
False,False,False,0.06,0.828,0.112,1,1
False,False,False,0.0,0.707,0.293,0,1
True,True,False,0.0,0.922,0.078,11,3
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
True,True,True,0.021,0.813,0.166,5,2
True,True,True,0.021,0.9,0.079,4,2
False,True,True,0.027,0.897,0.076,6,1
True,False,False,0.0,0.801,0.199,1,0
False,False,False,0.036,0.857,0.107,1,0
True,False,False,0.129,0.73,0.14,1,0
True,False,False,0.0,0.734,0.266,1,0
False,True,False,0.093,0.777,0.13,2,2
False,False,False,0.033,0.967,0.0,3,1
False,False,False,0.0,0.807,0.193,0,0
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.11,0.833,0.057,1,1
False,False,False,0.13,0.586,0.284,0,0
False,False,False,0.031,0.901,0.068,2,0
False,False,False,0.0,0.894,0.106,0,1
False,False,False,0.019,0.881,0.101,3,1
False,False,False,0.114,0.777,0.109,1,0
False,False,False,0.028,0.937,0.035,0,1
True,False,False,0.057,0.823,0.12,0,2
False,False,False,0.0,0.762,0.238,1,0
True,False,False,0.0,0.543,0.457,0,1
False,False,False,0.0,0.876,0.124,0,0
False,False,False,0.14,0.86,0.0,0,0
True,False,False,0.0,0.789,0.211,0,1
False,False,True,0.038,0.962,0.0,0,1
True,False,False,0.014,0.844,0.142,2,3
True,False,False,0.0,0.698,0.302,0,1
False,False,False,0.066,0.846,0.088,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.012,0.866,0.122,3,1
False,False,False,0.0,0.94,0.06,2,0
True,False,False,0.0,0.909,0.091,1,0
False,False,False,0.016,0.964,0.019,1,0
False,False,False,0.089,0.846,0.065,2,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.8,0.2,0,1
False,False,False,0.046,0.842,0.112,2,1
False,False,False,0.072,0.85,0.078,5,6
False,False,False,0.0,1.0,0.0,1,0
False,False,False,0.046,0.837,0.117,5,6
True,False,False,0.07,0.779,0.151,0,1
True,True,False,0.037,0.797,0.166,1,2
False,False,False,0.082,0.812,0.106,5,8
True,False,False,0.0,0.841,0.159,0,0
False,False,False,0.0,0.878,0.122,0,0
True,False,False,0.027,0.744,0.229,2,1
False,False,False,0.0,0.938,0.062,0,0
True,False,False,0.061,0.812,0.126,0,0
False,False,False,0.0,0.881,0.119,1,0
True,False,False,0.0,0.654,0.346,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.847,0.153,3,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.25,0.75,0.0,0,2
True,True,False,0.021,0.806,0.173,3,1
True,True,False,0.0,0.775,0.225,1,0
False,False,False,0.0,0.712,0.288,1,1
False,False,False,0.032,0.87,0.099,1,0
False,False,False,0.0,0.842,0.158,0,0
False,False,False,0.0,0.952,0.048,1,1
False,False,True,0.0,1.0,0.0,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.054,0.783,0.163,0,1
False,False,False,0.082,0.802,0.116,3,1
False,False,False,0.0,0.818,0.182,0,0
False,False,False,0.0,0.508,0.492,0,0
False,False,False,0.072,0.876,0.052,2,1
True,True,False,0.0,0.866,0.134,1,1
True,False,False,0.147,0.816,0.038,0,1
True,False,False,0.0,0.786,0.214,0,0
True,False,False,0.061,0.669,0.27,1,1
True,False,False,0.077,0.783,0.14,1,0
False,False,False,0.0,0.895,0.105,1,0
True,False,False,0.0,0.647,0.353,2,0
True,False,False,0.0,0.62,0.38,2,0
True,False,False,0.0,0.653,0.347,3,1
False,False,True,0.0,0.977,0.023,2,2
False,False,False,0.174,0.785,0.041,4,2
True,True,False,0.0,0.747,0.253,1,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.509,0.491,3,1
False,True,False,0.0,0.0,1.0,0,0
False,False,False,0.0,0.905,0.095,0,0
True,True,False,0.0,0.654,0.346,5,0
False,False,False,0.037,0.882,0.08,1,1
False,False,False,0.0,0.903,0.097,1,0
False,False,False,0.028,0.972,0.0,1,0
False,False,False,0.0,0.903,0.097,0,0
False,False,False,0.0,0.714,0.286,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.668,0.332,2,0
False,False,False,0.017,0.847,0.136,0,2
True,True,False,0.066,0.671,0.264,1,3
True,False,False,0.05,0.837,0.113,1,3
True,True,False,0.0,0.75,0.25,1,1
True,False,False,0.063,0.838,0.099,0,0
False,False,False,0.047,0.905,0.048,0,0
True,False,True,0.057,0.842,0.101,1,1
False,False,False,0.045,0.89,0.065,4,3
False,False,False,0.152,0.815,0.033,1,7
True,False,False,0.035,0.777,0.188,0,0
False,False,False,0.1,0.9,0.0,0,1
False,False,False,0.103,0.897,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.214,0.724,0.061,0,3
False,False,False,0.0,0.811,0.189,3,0
False,False,False,0.059,0.88,0.061,0,1
True,False,False,0.016,0.825,0.159,2,2
False,True,False,0.107,0.634,0.258,2,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.057,0.79,0.153,1,1
False,False,False,0.011,0.904,0.085,3,0
True,False,False,0.0,0.701,0.299,3,0
False,False,False,0.0,0.741,0.259,2,1
False,False,False,0.0,0.975,0.025,2,0
False,False,False,0.024,0.803,0.173,5,0
False,False,False,0.0,0.919,0.081,2,1
True,False,False,0.026,0.776,0.198,1,0
False,False,False,0.0,0.833,0.167,4,2
True,False,True,0.0,0.898,0.102,0,0
False,False,False,0.0,0.88,0.12,2,0
False,True,False,0.005,0.92,0.075,3,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.402,0.598,0.0,0,1
False,False,False,0.0,0.787,0.213,0,0
True,False,False,0.0,0.805,0.195,0,1
False,False,False,0.0,0.905,0.095,1,0
True,False,False,0.0,0.876,0.124,0,1
False,True,False,0.0,0.921,0.079,2,1
True,True,False,0.035,0.871,0.094,2,3
False,True,False,0.0,0.908,0.092,1,0
False,False,False,0.0,0.859,0.141,0,0
False,True,False,0.0,0.835,0.165,2,0
False,False,False,0.054,0.92,0.026,0,0
True,False,False,0.0,0.949,0.051,1,0
False,True,False,0.075,0.755,0.17,4,1
True,False,False,0.016,0.822,0.163,0,3
False,False,False,0.064,0.882,0.054,2,3
True,False,False,0.0,0.72,0.28,4,3
False,True,False,0.127,0.592,0.282,0,2
True,True,False,0.048,0.855,0.097,3,4
False,True,False,0.047,0.836,0.117,1,2
True,True,False,0.03,0.869,0.101,1,2
False,True,False,0.014,0.883,0.102,0,1
True,False,False,0.0,0.846,0.154,2,1
False,False,False,0.043,0.93,0.027,1,1
True,False,False,0.038,0.816,0.146,0,0
True,False,False,0.0,0.647,0.353,0,1
True,False,False,0.041,0.909,0.049,0,2
False,False,False,0.044,0.714,0.242,0,1
False,False,False,0.0,0.784,0.216,1,0
False,False,False,0.0,1.0,0.0,0,0
False,True,False,0.023,0.841,0.136,3,0
True,False,False,0.328,0.172,0.5,0,0
False,False,False,0.04,0.96,0.0,0,1
False,False,False,0.087,0.725,0.188,5,2
True,False,False,0.074,0.817,0.108,3,2
False,False,False,0.0,0.872,0.128,2,0
False,False,True,0.026,0.932,0.042,0,0
False,False,False,0.061,0.863,0.077,1,3
True,False,True,0.043,0.813,0.143,0,1
False,False,False,0.0,0.751,0.249,3,1
False,False,True,0.0,0.967,0.033,2,0
False,False,False,0.072,0.928,0.0,0,0
True,False,False,0.0,0.756,0.244,0,1
False,False,False,0.0,0.957,0.043,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.076,0.78,0.144,6,3
True,False,False,0.041,0.73,0.229,4,0
True,False,False,0.032,0.792,0.175,5,1
False,True,False,0.023,0.914,0.063,7,3
True,False,False,0.0,0.87,0.13,2,0
False,False,False,0.013,0.957,0.029,0,0
True,False,False,0.099,0.751,0.15,2,3
False,True,False,0.058,0.828,0.114,5,4
False,False,False,0.04,0.911,0.048,3,5
False,False,True,0.0,0.932,0.068,1,0
True,True,False,0.0,0.84,0.16,0,0
False,False,False,0.0,0.828,0.172,1,0
True,False,False,0.0,0.802,0.198,1,0
True,False,False,0.069,0.789,0.142,1,2
False,False,False,0.062,0.938,0.0,0,0
True,True,False,0.0,0.474,0.526,2,0
False,False,False,0.0,1.0,0.0,0,0
True,False,True,0.143,0.721,0.136,7,9
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.874,0.126,0,0
False,False,False,0.0,0.963,0.037,2,1
False,False,False,0.065,0.839,0.096,2,1
True,False,False,0.084,0.796,0.12,2,2
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.838,0.162,0,0
False,False,False,0.078,0.922,0.0,1,0
True,False,False,0.0,0.821,0.179,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.859,0.141,1,0
False,False,False,0.0,0.866,0.134,2,1
False,False,False,0.019,0.891,0.09,3,1
False,False,False,0.0,0.811,0.189,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.152,0.791,0.058,1,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.15,0.759,0.091,1,3
False,False,False,0.0,0.889,0.111,2,0
False,False,False,0.021,0.931,0.049,4,3
True,False,False,0.0,0.595,0.405,3,0
False,True,False,0.117,0.717,0.166,1,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.145,0.839,0.016,1,5
False,False,False,0.041,0.839,0.12,2,3
False,False,False,0.009,0.904,0.087,2,0
False,False,False,0.213,0.787,0.0,0,1
True,True,False,0.0,0.831,0.169,1,0
False,False,False,0.071,0.819,0.109,1,2
False,False,False,0.057,0.792,0.151,2,1
True,False,False,0.114,0.886,0.0,0,1
False,False,True,0.0,0.901,0.099,1,1
False,False,False,0.068,0.737,0.195,6,2
False,False,False,0.036,0.877,0.086,0,0
False,False,False,0.309,0.413,0.279,0,1
False,False,False,0.083,0.708,0.209,2,1
False,False,False,0.0,0.914,0.086,1,0
False,False,False,0.019,0.878,0.103,1,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.865,0.135,1,0
False,False,False,0.04,0.772,0.188,1,0
False,False,False,0.101,0.899,0.0,0,1
False,False,False,0.0,0.786,0.214,0,0
False,False,False,0.043,0.957,0.0,0,1
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.802,0.198,0,0
False,False,False,0.051,0.886,0.063,0,1
True,True,False,0.255,0.283,0.462,0,1
True,False,False,0.067,0.796,0.137,2,0
False,False,False,0.085,0.865,0.05,3,0
True,False,False,0.0,0.817,0.183,0,0
True,False,False,0.0,0.508,0.492,0,0
False,False,False,0.0,0.671,0.329,0,1
True,False,False,0.0,0.756,0.244,0,0
True,False,False,0.0,0.844,0.156,1,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.879,0.121,4,0
True,False,False,0.0,0.833,0.167,2,0
True,False,False,0.0,0.73,0.27,0,0
True,True,False,0.036,0.732,0.232,1,2
True,False,False,0.0,0.73,0.27,0,0
False,False,False,0.0,0.954,0.046,0,0
False,True,False,0.023,0.872,0.105,2,0
True,False,False,0.0,0.919,0.081,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.955,0.045,0,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.099,0.723,0.178,2,3
True,False,False,0.0,0.914,0.086,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.787,0.213,5,2
False,False,False,0.062,0.898,0.04,2,1
False,False,False,0.407,0.593,0.0,0,2
True,True,False,0.052,0.818,0.129,2,7
False,False,False,0.032,0.928,0.04,1,0
True,False,False,0.156,0.733,0.111,1,3
True,False,False,0.0,0.793,0.207,0,1
True,False,False,0.0,0.67,0.33,0,0
True,False,False,0.17,0.83,0.0,0,2
True,False,False,0.0,0.764,0.236,0,1
False,False,False,0.107,0.871,0.022,0,1
False,False,False,0.037,0.821,0.142,0,0
True,True,True,0.08,0.863,0.057,4,5
True,False,False,0.052,0.807,0.142,5,2
True,False,True,0.0,0.927,0.073,0,1
True,False,False,0.0,0.775,0.225,1,0
True,True,False,0.064,0.755,0.181,1,1
False,False,False,0.073,0.792,0.135,1,1
True,False,False,0.0,0.76,0.24,0,1
True,False,False,0.0,0.854,0.146,0,0
False,False,False,0.12,0.88,0.0,1,0
True,False,False,0.014,0.914,0.072,3,1
False,False,False,0.0,0.781,0.219,1,0
False,False,False,0.0,1.0,0.0,0,0
True,False,True,0.072,0.838,0.09,3,1
False,False,False,0.04,0.831,0.129,5,5
True,True,False,0.107,0.476,0.416,1,1
True,True,False,0.0,0.829,0.171,2,2
False,False,False,0.0,0.944,0.056,1,0
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.911,0.089,0,1
True,False,False,0.0,0.491,0.509,1,0
False,True,False,0.093,0.865,0.042,0,6
False,False,False,0.0,0.848,0.152,2,1
True,True,False,0.081,0.794,0.125,1,2
False,False,False,0.079,0.794,0.126,0,3
False,True,True,0.044,0.894,0.062,5,1
False,False,False,0.093,0.744,0.163,1,3
False,False,False,0.0,0.979,0.021,1,0
False,True,False,0.016,0.891,0.093,0,2
True,True,False,0.0,0.229,0.771,0,0
False,True,False,0.0,0.884,0.116,0,1
False,False,False,0.0,1.0,0.0,0,1
True,False,False,0.0,0.795,0.205,0,1
False,False,False,0.0,0.915,0.085,1,0
False,False,False,0.0,0.862,0.138,0,0
False,False,False,0.0,0.889,0.111,1,0
False,False,False,0.0,0.93,0.07,0,1
False,False,False,0.265,0.735,0.0,0,1
False,False,False,0.114,0.886,0.0,0,1
True,True,False,0.0,0.385,0.615,1,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.872,0.128,1,0
False,False,False,0.027,0.748,0.225,3,0
False,False,False,0.043,0.907,0.051,3,2
False,False,False,0.061,0.932,0.008,3,3
True,False,False,0.046,0.873,0.082,2,2
False,False,False,0.064,0.936,0.0,0,0
True,False,False,0.0,0.761,0.239,0,0
False,False,False,0.0,1.0,0.0,0,0
True,False,False,0.0,0.938,0.062,0,0
True,True,False,0.113,0.625,0.262,0,1
False,False,False,0.0,0.759,0.241,2,1
False,False,False,0.144,0.856,0.0,0,1
False,False,False,0.0,0.953,0.047,0,0
True,False,False,0.097,0.614,0.289,0,1
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.108,0.833,0.058,0,2
True,False,False,0.025,0.686,0.289,1,3
True,False,False,0.0,0.733,0.267,0,0
False,False,False,0.141,0.651,0.208,2,1
False,True,False,0.146,0.807,0.047,3,6
False,False,False,0.0,0.886,0.114,2,1
False,False,False,0.22,0.78,0.0,0,2
False,False,False,0.0,0.823,0.177,0,1
False,False,False,0.042,0.958,0.0,1,1
False,False,False,0.0,0.94,0.06,0,0
True,True,False,0.037,0.827,0.136,5,4
False,False,False,0.163,0.837,0.0,0,1
True,False,False,0.0,0.849,0.151,5,0
False,False,False,0.025,0.975,0.0,1,0
True,False,False,0.03,0.889,0.081,7,3
True,False,False,0.034,0.816,0.15,5,2
False,False,False,0.024,0.922,0.054,1,1
False,False,False,0.064,0.895,0.041,0,2
False,False,True,0.0,1.0,0.0,0,0
False,False,False,0.0,0.645,0.355,0,0
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.089,0.911,0.0,0,1
False,False,False,0.0,0.841,0.159,0,1
False,False,False,0.105,0.811,0.084,2,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.018,0.935,0.047,2,0
False,False,False,0.14,0.86,0.0,0,1
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.05,0.817,0.133,3,0
False,False,False,0.049,0.951,0.0,0,0
True,False,False,0.0,0.747,0.253,3,0
True,False,False,0.074,0.723,0.203,2,0
False,False,False,0.0,0.7,0.3,2,0
True,False,False,0.051,0.719,0.23,1,0
False,False,False,0.24,0.693,0.067,0,1
True,False,False,0.0,0.833,0.167,3,2
False,False,False,0.0,1.0,0.0,0,0
False,False,False,0.0,0.95,0.05,1,0
True,False,False,0.0,0.0,1.0,0,0
False,False,False,0.0,0.755,0.245,1,1
True,False,True,0.0,0.832,0.168,2,0
True,True,False,0.021,0.823,0.155,2,2
True,True,False,0.0,0.52,0.48,2,0
True,True,False,0.0,0.673,0.327,2,1
False,False,True,0.014,0.914,0.072,2,0
False,False,False,0.02,0.963,0.017,0,0
False,True,False,0.0,0.306,0.694,1,0
False,False,False,0.0,0.529,0.471,2,0
False,False,False,0.063,0.804,0.133,0,2
False,False,False,0.086,0.861,0.053,4,3
False,False,False,0.034,0.705,0.261,3,1
False,False,False,0.139,0.803,0.058,1,2
False,False,False,0.014,0.96,0.025,2,2
False,False,False,0.0,1.0,0.0,0,0
True,True,False,0.0,0.715,0.285,1,0
False,False,False,0.083,0.859,0.057,5,2
True,False,False,0.0,0.779,0.221,2,2
True,True,False,0.145,0.822,0.033,4,2
True,False,False,0.034,0.896,0.071,3,6
True,True,False,0.037,0.82,0.142,2,0
True,False,False,0.0,0.743,0.257,4,1
False,False,False,0.0,0.912,0.088,0,0
False,False,False,0.0,0.937,0.063,1,1
False,False,False,0.0,0.927,0.073,0,1
True,False,False,0.128,0.75,0.122,0,3
False,False,False,0.0,1.0,0.0,0,1
True,True,False,0.0,0.437,0.563,1,0
False,False,False,0.0,0.941,0.059,0,0
False,False,False,0.067,0.625,0.308,1,1
False,False,False,0.219,0.781,0.0,0,1
False,False,False,0.086,0.914,0.0,0,0
False,False,False,0.0,0.947,0.053,0,0
True,False,False,0.044,0.808,0.148,3,1
True,False,False,0.0,0.866,0.134,1,1
False,False,False,0.033,0.755,0.212,0,2
True,False,False,0.0,0.762,0.238,0,1
True,False,False,0.0,0.763,0.237,0,1
True,False,False,0.0,0.76,0.24,0,0
True,True,False,0.0,0.463,0.537,1,0
False,False,False,0.037,0.863,0.1,1,1
False,False,False,0.0,1.0,0.0,1,0
False,False,True,0.043,0.957,0.0,1,1
True,False,False,0.0,0.847,0.153,2,1
True,False,False,0.037,0.89,0.073,0,0
True,True,False,0.049,0.797,0.155,1,1
True,False,False,0.063,0.855,0.083,0,0
True,False,False,0.0,0.888,0.112,3,1
False,False,False,0.077,0.857,0.066,1,1
False,False,True,0.023,0.947,0.029,1,0
True,True,False,0.024,0.806,0.171,2,3
True,False,False,0.085,0.787,0.128,5,6
True,True,False,0.067,0.672,0.261,1,1
False,False,False,0.0,1.0,0.0,0,0
True,True,True,0.0,0.832,0.168,4,1
