Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter,Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG,Initial_Utterance_Similarity,Dialog_Similarity,Question_Mark,Duplicate,What,Where,When,Why,Who,How,label
2,0.5,73,43,40,False,True,False,False,0.0,0.882,0.11800000000000001,1,0,0.2334477218062181,0.5929084099527416,False,False,0,0,0,0,0,0,PA
3,0.75,96,69,66,True,False,False,False,0.085,0.89,0.025,1,6,0.33264589879327744,0.4963195000808578,False,False,0,0,1,0,0,0,FD NF
4,1.0,73,51,49,False,True,False,False,0.0,0.889,0.111,2,1,0.213262585899005,0.5733955096629162,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,2,2,2,True,False,False,False,0.0,1.0,0.0,0,0,1.0,0.14987133636465502,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,4,4,4,False,False,False,False,0.0,1.0,0.0,1,0,0.07483430100674382,0.10669520531210104,False,False,0,0,0,0,0,0,RQ
3,1.0,88,57,48,False,False,True,False,0.013999999999999999,0.83,0.156,1,1,0.12927499486961094,0.15592963856813133,False,False,0,0,0,0,0,1,PA
1,0.16666666666666666,42,38,38,True,True,False,False,0.131,0.755,0.114,0,3,1.0,0.4558340211346002,True,False,0,0,1,0,0,0,OQ
2,0.3333333333333333,100,71,69,False,True,False,False,0.0,0.845,0.155,3,1,0.25203864325482456,0.5202262892593478,True,False,0,0,0,0,0,0,IR
3,0.5,61,52,51,True,True,False,False,0.024,0.853,0.12300000000000001,3,1,0.2341915236739955,0.3783844535013306,True,False,0,0,0,0,0,0,FD
4,0.6666666666666666,174,96,87,False,True,False,False,0.023,0.8170000000000001,0.16,4,2,0.3067227492040061,0.6056440766771312,True,True,1,0,0,0,0,0,IR PA
5,0.8333333333333334,17,15,15,False,True,False,False,0.0,0.73,0.27,0,0,0.06795035393205763,0.2852680016911355,True,False,0,0,0,0,0,0,IR
6,1.0,49,37,37,True,True,False,False,0.067,0.669,0.264,2,3,0.22169784615150112,0.4685028951797922,False,False,0,0,0,0,0,1,FD
1,0.16666666666666666,76,58,55,True,False,False,False,0.054000000000000006,0.907,0.039,2,3,1.0,0.2784459514791132,True,True,0,0,1,0,0,0,OQ
2,0.3333333333333333,34,26,26,False,False,False,False,0.0,0.847,0.153,1,0,0.2591545059487708,0.30897895337019304,False,False,0,0,0,0,0,0,PA
3,0.5,5,5,5,True,True,False,False,0.0,0.633,0.36700000000000005,0,0,0.05839022149705282,0.09019510130314952,False,False,0,0,0,0,0,0,GG
4,0.6666666666666666,15,14,14,False,True,False,False,0.0,0.659,0.341,2,0,0.03256008416638065,0.11707681185380885,False,False,0,0,0,0,0,0,GG
5,0.8333333333333334,5,5,5,True,False,False,False,0.0,1.0,0.0,0,0,0.0,0.0,True,False,0,0,0,0,0,0,PA
6,1.0,9,9,9,False,False,False,False,0.0,0.629,0.371,1,0,0.2647819554249278,0.2867871437212649,False,False,0,0,0,0,0,0,O
1,0.25,5,5,5,True,False,False,False,0.0,0.894,0.106,0,0,1.0000000000000002,0.2899963658457182,False,True,0,0,0,0,0,1,OQ
2,0.5,29,21,20,False,False,False,False,0.0,0.912,0.08800000000000001,0,0,0.2610236639053635,0.2538205953634337,False,False,0,0,0,0,0,0,PA
3,0.75,3,3,3,True,True,False,False,0.0,0.366,0.634,0,0,0.0655819285217196,0.04652822153718466,False,False,0,0,0,0,0,0,GG
4,1.0,43,30,30,False,False,False,False,0.0,1.0,0.0,1,0,0.16274694970614054,0.19169609277788194,False,False,0,0,0,0,0,0,PA FD
1,0.25,22,18,18,True,False,False,False,0.0,1.0,0.0,1,0,1.0000000000000004,0.31469634771431604,False,False,0,0,0,0,0,0,OQ
2,0.5,34,31,30,False,True,True,False,0.05,0.815,0.135,0,2,0.14415312307595796,0.4216123650700764,True,False,1,0,1,0,0,0,IR
3,0.75,97,63,61,True,False,False,False,0.061,0.8809999999999999,0.057999999999999996,1,2,0.2564787959904756,0.3390606945901848,False,False,0,0,0,0,0,0,FD
4,1.0,50,34,33,False,True,True,True,0.055999999999999994,0.772,0.172,2,0,0.1779568202951204,0.3840048490770385,False,False,0,0,0,0,0,0,PA
1,0.2,80,60,57,True,False,False,False,0.076,0.9109999999999999,0.013000000000000001,0,5,1.0000000000000002,0.3392907637021395,True,False,0,1,1,0,0,0,FD OQ
2,0.4,61,43,40,False,False,False,False,0.031,0.9420000000000001,0.027000000000000003,1,0,0.20359094070749173,0.33089911885122164,False,False,0,0,0,0,0,1,CQ PA
3,0.6,46,36,36,True,False,False,False,0.081,0.821,0.098,0,2,0.13917053698227266,0.3319832990605389,True,False,1,0,0,0,0,0,FQ FD
4,0.8,77,57,56,True,False,True,False,0.0,0.853,0.147,0,2,0.15578342409169008,0.3396909888477077,False,False,0,0,1,0,0,0,PA FD
5,1.0,22,21,21,False,False,True,False,0.0,0.813,0.187,3,0,0.10504638338051184,0.2111996426420112,False,False,1,0,0,0,0,0,GG
1,0.3333333333333333,50,33,30,True,True,False,False,0.0,0.843,0.157,1,0,1.0,0.3795517856530498,True,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,27,20,20,False,False,False,False,0.062,0.937,0.0,0,0,0.40371214099231295,0.3735586761209949,False,False,0,0,0,0,0,1,PA FD
3,1.0,25,22,22,False,False,False,False,0.0,0.856,0.14400000000000002,1,0,0.12688678472708087,0.1403393608687546,False,False,0,0,1,0,0,1,PA FD
1,0.2,87,57,54,True,False,True,True,0.06,0.863,0.076,2,3,0.9999999999999996,0.5348607839446058,True,True,0,0,1,1,0,0,OQ
2,0.4,116,84,79,False,True,True,False,0.028999999999999998,0.7859999999999999,0.185,0,2,0.3640328244234441,0.5253640575226811,True,False,0,0,0,0,0,0,PA
3,0.6,44,33,32,True,False,False,False,0.0,0.9329999999999999,0.067,0,1,0.4404134829544918,0.5151085909125244,True,False,0,0,1,1,0,0,FQ FD NF
4,0.8,79,50,45,False,False,False,True,0.02,0.917,0.063,0,0,0.3202293207809089,0.4985870940556,False,False,0,1,0,0,0,0,PA FD
5,1.0,13,11,11,True,True,True,False,0.0,0.69,0.31,1,0,0.0497949873279254,0.07084115380374809,False,False,0,0,0,0,0,0,PF
1,0.14285714285714285,46,34,31,True,False,False,False,0.05,0.9259999999999999,0.025,1,1,1.0000000000000002,0.4438343591367801,False,False,0,0,1,1,0,0,OQ
2,0.2857142857142857,44,34,33,False,False,False,False,0.0,0.875,0.125,0,0,0.2363499352883034,0.46923112261374295,True,False,0,0,0,0,0,0,PA
3,0.42857142857142855,44,32,29,True,False,False,True,0.053,0.9470000000000001,0.0,1,1,0.5812268449772792,0.5261912446792045,False,False,0,0,0,0,0,0,FQ FD
4,0.5714285714285714,10,10,10,False,False,False,False,0.0,1.0,0.0,0,1,0.10987786412324024,0.08789063788902811,False,False,0,0,0,0,0,0,PA
5,0.7142857142857143,38,29,29,False,False,False,False,0.17800000000000002,0.698,0.125,0,2,0.20279645395648888,0.4145054136618558,False,False,0,0,0,0,0,0,RQ
6,0.8571428571428571,34,25,25,False,False,False,False,0.06,0.828,0.11199999999999999,1,1,0.1509799908042173,0.2797278227604979,True,True,0,0,0,0,0,0,RQ
7,1.0,21,19,19,False,False,False,False,0.0,0.7070000000000001,0.293,0,1,0.09821727580619752,0.3489445081587094,False,False,0,0,0,0,0,0,PA
1,0.16666666666666666,328,194,169,True,True,True,False,0.0,0.922,0.078,11,3,0.9999999999999905,0.7884121803566634,False,True,1,1,1,0,0,0,OQ
2,0.3333333333333333,27,23,22,False,False,False,False,0.0,1.0,0.0,0,0,0.4249166380898249,0.5711097992204949,False,False,1,0,0,0,0,1,PA
3,0.5,14,11,11,False,False,False,False,0.0,1.0,0.0,0,0,0.07544425036421228,0.1060717259841854,False,False,0,0,0,0,0,0,FD
4,0.6666666666666666,67,50,49,True,True,True,True,0.021,0.813,0.166,5,2,0.5235097290674666,0.6576846778706054,False,True,1,0,1,0,0,0,FD PF
5,0.8333333333333334,167,99,95,True,True,True,True,0.021,0.9,0.079,4,2,0.5687946590768428,0.7075543825162316,False,False,0,0,0,0,0,0,PA FD
6,1.0,265,174,155,True,False,True,True,0.027000000000000003,0.897,0.076,6,1,0.6092721762023785,0.7378253010940107,False,False,1,0,1,1,0,1,FD PF
1,0.16666666666666666,38,27,26,True,True,False,False,0.0,0.8009999999999999,0.19899999999999998,1,0,1.0,0.4469614168025329,False,False,0,0,1,0,0,1,FD OQ
2,0.3333333333333333,47,35,33,False,False,False,False,0.036000000000000004,0.857,0.107,1,0,0.30203580721382706,0.3515627068935919,False,False,0,0,0,0,0,0,PA
3,0.5,8,8,8,True,True,False,False,0.129,0.73,0.14,1,0,0.06145131868261588,0.1211719395178988,False,False,0,0,0,0,0,0,PF
4,0.6666666666666666,6,5,5,False,True,False,False,0.0,0.7340000000000001,0.266,1,0,0.03994484830883106,0.055761192094788095,False,False,0,0,0,0,0,0,PF
5,0.8333333333333334,35,27,25,False,False,True,False,0.09300000000000001,0.777,0.13,2,2,0.20902858129726049,0.3614847297755305,True,True,0,0,0,0,0,1,FD
6,1.0,54,39,35,False,False,False,False,0.033,0.9670000000000001,0.0,3,1,0.3257363240792797,0.3691945209286291,False,False,0,0,1,0,0,0,PA
1,0.3333333333333333,36,31,28,True,False,False,False,0.0,0.807,0.193,0,0,1.0,0.18902307525005274,False,False,0,1,0,0,0,0,OQ
2,0.6666666666666666,32,22,22,False,False,False,False,0.0,1.0,0.0,1,0,0.17989207386594686,0.21909483428883125,False,False,0,0,0,0,0,0,PA
3,1.0,26,19,17,True,False,False,False,0.11,0.833,0.057,1,1,0.06465736286694927,0.13067804287902707,False,False,0,0,1,0,0,0,PF FD
1,0.3333333333333333,12,9,9,True,False,False,False,0.13,0.586,0.284,0,0,1.0000000000000002,0.15120009047558286,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,47,39,38,False,False,False,False,0.031,0.9009999999999999,0.068,2,0,0.08621529974630797,0.3534496534809011,True,False,0,0,0,0,0,0,CQ
3,1.0,27,24,24,False,False,False,False,0.0,0.894,0.106,0,1,0.16277459759836682,0.4152238962934885,True,False,0,0,0,0,0,0,PA IR
1,0.3333333333333333,121,78,74,True,False,False,False,0.019,0.8809999999999999,0.10099999999999999,3,1,1.0,0.4013213679133397,True,False,0,0,1,0,0,1,OQ
2,0.6666666666666666,14,14,14,False,False,False,False,0.114,0.777,0.109,1,0,0.07590011931780179,0.1428772732514282,False,False,0,0,0,0,0,0,PA
3,1.0,65,47,43,False,False,False,False,0.027999999999999997,0.937,0.035,0,1,0.3982559091277181,0.4321751423577247,True,True,0,1,0,0,0,0,PA
1,0.3333333333333333,32,26,26,True,True,False,False,0.057,0.823,0.12,0,2,1.0,0.095776446510372,True,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,7,7,7,False,False,False,False,0.0,0.762,0.23800000000000002,1,0,0.043776621625657014,0.06896166056766874,False,False,0,0,0,0,0,0,PA
3,1.0,5,5,5,True,True,False,False,0.0,0.5429999999999999,0.457,0,1,0.08326044724977677,0.11124718669187332,False,False,0,0,0,0,0,0,PF
1,0.3333333333333333,15,11,11,True,False,False,False,0.0,0.8759999999999999,0.124,0,0,1.0,0.2691029765585409,True,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,8,6,6,False,False,False,False,0.14,0.86,0.0,0,0,0.5739925569785942,0.30750737086040664,False,False,0,0,0,0,0,0,FD RQ
3,1.0,36,32,30,False,True,False,False,0.0,0.789,0.21100000000000002,0,1,0.036157855460865466,0.03131876502654122,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,42,34,32,True,False,False,True,0.038,0.9620000000000001,0.0,0,1,1.0000000000000002,0.2619857703203549,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,188,109,104,False,True,False,False,0.013999999999999999,0.8440000000000001,0.142,2,3,0.22987674358378266,0.4124990297681046,True,False,1,0,0,0,0,0,IR PA
3,1.0,23,20,20,False,True,False,False,0.0,0.698,0.302,0,1,0.10966672155887122,0.39945433435159,True,False,0,0,0,0,0,0,IR
1,0.3333333333333333,30,25,24,True,False,False,False,0.066,0.846,0.08800000000000001,0,0,1.0,0.08993483808934429,True,False,1,0,0,0,0,0,OQ
2,0.6666666666666666,9,9,9,False,False,False,False,0.0,1.0,0.0,0,0,0.12340912356324593,0.11513995919804253,False,False,0,0,0,0,0,1,PA
3,1.0,8,8,8,False,False,False,False,0.0,1.0,0.0,0,0,0.0,0.0,False,False,0,0,0,0,0,0,O
1,0.25,159,106,100,True,True,False,False,0.012,0.866,0.122,3,1,0.9999999999999992,0.3982988682438881,False,False,0,0,0,0,0,1,OQ
2,0.5,58,43,40,False,False,False,False,0.0,0.94,0.06,2,0,0.2319545858770914,0.4313596692603524,False,False,0,0,0,0,0,0,FD
3,0.75,23,20,19,True,True,False,False,0.0,0.909,0.091,1,0,0.1552777089586601,0.292230907680593,False,False,0,0,0,0,0,0,FD
4,1.0,83,48,45,False,False,False,False,0.016,0.9640000000000001,0.019,1,0,0.2739851443047808,0.4608747313891238,False,False,0,0,0,0,0,0,PA
1,0.1,60,38,34,True,False,False,False,0.08900000000000001,0.846,0.065,2,1,1.0,0.3675758009923879,False,False,0,0,1,0,0,0,FD OQ
2,0.2,11,10,10,False,False,False,False,0.0,1.0,0.0,0,0,0.1119183851022772,0.4726934797724722,True,False,1,0,0,0,0,0,CQ
3,0.3,12,12,12,True,False,False,False,0.0,0.8,0.2,0,1,0.3078205587905816,0.25247705215202376,False,False,0,0,1,0,0,0,FD
4,0.4,27,22,22,True,False,False,False,0.046,0.8420000000000001,0.11199999999999999,2,1,0.22931512279963914,0.4972987601205261,False,False,0,0,0,0,0,0,FD
5,0.5,166,105,99,False,False,False,False,0.07200000000000001,0.85,0.078,5,6,0.17023614266773798,0.6194701328934716,True,True,0,1,1,0,0,0,PA FD
6,0.6,90,56,53,True,False,False,False,0.0,1.0,0.0,1,0,0.25795130117742354,0.5264548118170779,True,False,0,0,0,0,0,1,CQ FD
7,0.7,235,132,122,False,False,False,False,0.046,0.8370000000000001,0.11699999999999999,5,6,0.2841981998710549,0.7712138550067498,True,True,1,0,1,0,1,1,NF
8,0.8,22,19,19,True,True,False,False,0.07,0.779,0.151,0,1,0.11474417795478835,0.41085506878802014,False,False,0,0,0,0,0,0,PF
9,0.9,92,55,49,True,True,True,False,0.037000000000000005,0.797,0.166,1,2,0.14964527022952448,0.6140602795051702,True,False,1,0,0,0,0,0,PF
10,1.0,98,69,67,False,False,False,False,0.08199999999999999,0.812,0.106,5,8,0.12458421611481026,0.5015270400022664,False,False,1,0,0,0,0,1,PA FD
1,0.14285714285714285,42,33,33,True,True,False,False,0.0,0.841,0.159,0,0,1.0,0.5221815412315928,True,False,0,1,0,0,0,1,OQ
2,0.2857142857142857,56,37,31,False,False,False,False,0.0,0.878,0.122,0,0,0.2453499546154745,0.4641705097277628,False,False,0,0,0,0,0,0,PA
3,0.42857142857142855,51,36,35,True,True,False,False,0.027000000000000003,0.7440000000000001,0.22899999999999998,2,1,0.4200094599336083,0.6330968299917412,False,False,1,1,0,0,0,1,FQ FD
4,0.5714285714285714,70,42,37,False,False,False,False,0.0,0.938,0.062,0,0,0.3484625764015389,0.5641051429893442,False,True,0,0,0,0,0,0,PA
5,0.7142857142857143,22,17,16,False,True,False,False,0.061,0.812,0.126,0,0,0.1977751755896075,0.4496688428433849,True,False,1,0,0,0,0,0,FQ CQ
6,0.8571428571428571,13,13,13,True,False,False,False,0.0,0.8809999999999999,0.11900000000000001,1,0,0.2199859726836436,0.29196388738614315,False,False,0,0,0,0,0,0,PF
7,1.0,15,13,13,True,True,False,False,0.0,0.654,0.34600000000000003,0,1,0.11734904960406005,0.18138251914817227,False,False,0,0,0,0,0,0,PF
1,0.3333333333333333,6,6,6,True,False,False,False,0.0,1.0,0.0,0,0,1.0,0.0839849003975065,False,False,0,1,0,0,0,0,IR OQ
2,0.6666666666666666,33,29,29,False,False,False,False,0.0,0.847,0.153,3,0,0.08696791230265721,0.07803103648450536,False,False,0,0,0,0,0,0,PA IR
3,1.0,11,9,9,False,False,False,False,0.0,1.0,0.0,0,0,0.0,0.0,True,False,0,0,0,0,0,0,PA
1,0.25,18,15,15,True,False,False,False,0.25,0.75,0.0,0,2,1.0000000000000002,0.2419148828958977,True,False,0,0,0,0,0,0,OQ
2,0.5,90,63,59,False,True,True,False,0.021,0.8059999999999999,0.17300000000000001,3,1,0.1864833705667748,0.41037470796771935,False,False,0,0,0,0,0,0,PA
3,0.75,25,21,21,True,True,True,False,0.0,0.775,0.225,1,0,0.08075943697828271,0.17906509178348382,False,False,0,0,0,0,0,0,PF FD
4,1.0,27,21,21,False,False,False,False,0.0,0.7120000000000001,0.28800000000000003,1,1,0.0977707541198215,0.3522886942341245,False,False,0,0,0,0,0,0,JK
1,0.16666666666666666,55,39,38,True,False,False,False,0.032,0.87,0.099,1,0,1.0,0.3611352840728153,True,True,1,0,0,0,0,0,OQ
2,0.3333333333333333,87,56,53,False,False,False,False,0.0,0.8420000000000001,0.158,0,0,0.22055039532520487,0.4421675958613798,False,False,0,0,0,0,0,0,PA IR
3,0.5,32,26,26,False,False,False,False,0.0,0.9520000000000001,0.048,1,1,0.11918655304957908,0.2164892421544165,False,False,0,0,0,0,0,0,FD NF
4,0.6666666666666666,26,19,18,True,False,False,True,0.0,1.0,0.0,1,0,0.193455239796612,0.3620865065649739,False,False,0,0,0,0,0,0,RQ
5,0.8333333333333334,10,9,9,True,False,False,False,0.0,1.0,0.0,0,0,0.16849103753685754,0.20346851757542936,False,False,0,0,0,0,0,0,FD RQ
6,1.0,33,29,28,False,False,False,False,0.054000000000000006,0.7829999999999999,0.163,0,1,0.11999573859235815,0.3034450698830558,True,False,0,0,0,0,0,0,PA
1,0.3333333333333333,47,34,29,True,False,False,False,0.08199999999999999,0.802,0.11599999999999999,3,1,1.0000000000000002,0.1930655853019755,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,32,29,29,False,False,False,False,0.0,0.818,0.182,0,0,0.2031802854366224,0.22007046386343335,False,False,0,0,0,0,0,0,PA
4,1.3333333333333333,4,4,4,False,False,False,False,0.0,0.508,0.49200000000000005,0,0,0.01921912183993869,0.06241697034807764,False,False,0,0,0,0,0,0,PF
1,0.25,29,22,22,True,False,False,False,0.07200000000000001,0.8759999999999999,0.052000000000000005,2,1,1.0000000000000002,0.3209519385977384,True,False,0,0,1,0,0,1,IR OQ
2,0.5,77,55,53,False,True,True,False,0.0,0.866,0.134,1,1,0.22130442893976485,0.5066915543196171,True,False,0,0,0,0,0,1,PA
3,0.75,35,24,22,True,True,False,False,0.147,0.816,0.038,0,1,0.2244218996757868,0.325532262227799,False,False,0,0,1,0,0,0,FQ FD
4,1.0,42,30,28,False,True,False,False,0.0,0.7859999999999999,0.214,0,0,0.1645651336053747,0.5218379806952809,False,False,0,0,0,0,0,0,PA
1,0.16666666666666666,41,28,28,True,True,False,False,0.061,0.669,0.27,1,1,1.0000000000000016,0.3022499985810189,True,False,0,0,0,0,0,0,OQ
2,0.3333333333333333,35,28,28,False,True,False,False,0.077,0.7829999999999999,0.14,1,0,0.2525391404164333,0.4728558947624843,False,False,1,0,1,0,0,0,PA
3,0.5,35,26,25,True,False,False,False,0.0,0.895,0.105,1,0,0.20916629147722415,0.3057242185380913,True,True,0,0,0,0,0,0,FQ RQ
4,0.6666666666666666,29,20,19,False,True,False,False,0.0,0.647,0.353,2,0,0.09951014283884596,0.4199999465272005,False,False,0,0,0,0,0,0,PA
5,0.8333333333333334,26,21,21,True,True,False,False,0.0,0.62,0.38,2,0,0.1070173919792303,0.36999396366051057,False,True,0,0,0,0,0,0,PF
6,1.0,30,25,25,False,True,False,False,0.0,0.653,0.34700000000000003,3,1,0.1445442161769235,0.4333837641880264,False,False,0,0,0,0,0,0,PF
1,0.125,115,70,65,True,False,False,True,0.0,0.977,0.023,2,2,0.9999999999999994,0.5720809203752661,True,False,1,0,1,0,0,0,OQ
2,0.25,84,59,55,False,False,False,False,0.174,0.785,0.040999999999999995,4,2,0.3300077255511996,0.4682973347953501,False,False,0,0,0,0,0,1,PA FD
3,0.375,48,35,34,True,True,True,False,0.0,0.747,0.253,1,0,0.2365561020585211,0.3878601263954721,False,True,0,0,0,0,0,0,FD
4,0.5,21,16,16,False,False,False,False,0.0,1.0,0.0,0,0,0.453684972222846,0.5471536019008464,False,False,0,0,0,0,0,0,PA FD
5,0.625,32,24,24,True,True,True,False,0.0,0.509,0.491,3,1,0.16484542851480874,0.3066612714326922,False,False,0,0,0,0,0,0,PF
6,0.75,2,2,2,False,False,True,False,0.0,0.0,1.0,0,0,0.0,0.0,False,False,0,0,0,0,0,0,PF
7,0.875,15,15,15,False,False,False,False,0.0,0.905,0.095,0,0,0.2725427285750617,0.38734332602150906,False,False,0,0,0,0,0,0,PA
8,1.0,36,29,28,True,True,True,False,0.0,0.654,0.34600000000000003,5,0,0.22672849377763746,0.4301053312475967,False,False,0,0,0,0,0,0,PF
1,0.3333333333333333,64,50,46,True,False,False,False,0.037000000000000005,0.882,0.08,1,1,1.0000000000000004,0.4063181098999554,True,False,0,0,1,0,0,1,OQ
2,0.6666666666666666,21,19,19,False,False,False,False,0.0,0.903,0.09699999999999999,1,0,0.2615776028894321,0.31953581432064543,False,False,0,0,0,0,0,0,PA
3,1.0,54,38,36,True,False,False,False,0.027999999999999997,0.972,0.0,1,0,0.30319127919691363,0.3566549435557889,False,False,1,0,0,0,0,1,PA
1,0.25,26,25,25,True,False,False,False,0.0,0.903,0.09699999999999999,0,0,1.0000000000000002,0.0691093441920672,True,True,0,0,0,0,0,1,FD OQ
2,0.5,9,7,7,False,False,False,False,0.0,0.7140000000000001,0.28600000000000003,0,0,0.0,0.0,False,False,0,0,0,0,0,0,PA
3,0.75,1,1,1,False,False,False,False,0.0,1.0,0.0,0,0,0.0,0.0,False,False,0,0,0,0,0,0,PA
4,1.0,7,7,7,True,True,False,False,0.0,0.6679999999999999,0.332,2,0,0.09936724226929956,0.08331897439083012,False,False,0,0,0,0,0,0,GG
1,0.25,51,40,38,True,False,False,False,0.017,0.847,0.136,0,2,1.0,0.3562598977546175,False,False,0,0,1,0,0,0,OQ
2,0.5,43,34,33,False,True,True,False,0.066,0.6709999999999999,0.264,1,3,0.1731226829756654,0.31974680680965123,False,False,0,0,0,0,0,0,PA
3,0.75,63,47,43,True,True,False,False,0.05,0.8370000000000001,0.113,1,3,0.2641935401056198,0.304673408341396,False,False,1,0,0,0,0,0,PF FD
4,1.0,22,19,19,False,True,True,False,0.0,0.75,0.25,1,1,0.15029880067704174,0.33749867194539424,False,False,0,0,0,0,0,0,GG
1,0.16666666666666666,83,57,55,True,True,False,False,0.063,0.838,0.099,0,0,1.0000000000000004,0.3353808172477537,True,False,0,0,0,0,0,1,OQ
2,0.3333333333333333,107,69,63,True,False,False,False,0.047,0.905,0.048,0,0,0.34763332526456936,0.5606284451202005,False,True,0,0,0,1,0,0,PA
3,0.5,68,46,44,True,True,False,True,0.057,0.8420000000000001,0.10099999999999999,1,1,0.25080310505668263,0.3789822913569249,True,False,0,0,0,1,0,1,FQ FD
4,0.6666666666666666,196,130,122,False,False,False,False,0.045,0.89,0.065,4,3,0.21149129463760802,0.5938682723694748,False,False,0,0,0,0,0,0,PA
5,0.8333333333333334,43,39,39,False,False,False,False,0.152,0.815,0.033,1,7,0.10234402862301198,0.3393467323846324,False,False,0,0,1,0,0,0,PA
6,1.0,32,27,27,True,True,False,False,0.035,0.777,0.188,0,0,0.14473080840283814,0.3685801841167065,False,False,0,0,0,0,0,0,FD
1,0.14285714285714285,35,30,29,True,False,False,False,0.1,0.9,0.0,0,1,1.0000000000000002,0.15966799978738974,True,False,0,0,0,0,0,0,OQ
2,0.2857142857142857,13,13,13,False,False,False,False,0.10300000000000001,0.897,0.0,0,0,0.010128383803219844,0.20082772855380748,True,False,0,0,0,0,0,0,IR
4,0.5714285714285714,9,9,9,False,False,False,False,0.0,1.0,0.0,0,0,0.012032344602504736,0.19630490499769032,True,False,0,0,0,0,0,0,IR
5,0.7142857142857143,7,7,7,True,False,False,False,0.0,1.0,0.0,0,0,0.02232450637482805,0.12041894838640033,False,False,0,0,0,0,0,0,FD
6,0.8571428571428571,46,37,33,False,False,False,False,0.0,1.0,0.0,0,0,0.15572188651624808,0.4721948090936009,False,False,0,0,0,0,0,1,PA
7,1.0,26,21,21,True,True,False,False,0.214,0.7240000000000001,0.061,0,3,0.08529549100842171,0.1741729901117052,False,False,0,0,0,0,0,0,NF
8,1.1428571428571428,56,47,46,False,False,False,False,0.0,0.8109999999999999,0.18899999999999997,3,0,0.14098447647418913,0.27826414144043404,False,False,0,0,0,0,0,1,RQ OQ
1,0.25,24,21,21,True,False,False,False,0.059000000000000004,0.88,0.061,0,1,0.9999999999999998,0.2925888189969855,True,False,1,0,0,0,0,0,OQ
2,0.5,73,56,56,False,True,False,False,0.016,0.825,0.159,2,2,0.29659450195926285,0.3551329751459581,True,False,0,0,0,0,0,0,PA
3,0.75,11,11,11,False,False,True,False,0.107,0.634,0.258,2,0,0.061647127044414614,0.1704556274913145,False,False,0,0,0,0,0,0,NF
4,1.0,5,4,4,False,False,False,False,0.0,1.0,0.0,0,0,0.08797290436294801,0.1668862607432302,False,False,0,0,0,0,0,0,PA FD
1,0.2,42,33,32,True,False,False,False,0.057,0.79,0.153,1,1,1.0000000000000009,0.4043369134936927,True,True,0,0,1,0,0,1,OQ
2,0.4,133,91,80,False,False,False,False,0.011000000000000001,0.904,0.085,3,0,0.3324356587697709,0.5636276154190665,False,False,0,1,0,0,0,1,PA
3,0.6,22,18,18,True,True,False,False,0.0,0.701,0.299,3,0,0.12827538634532684,0.1070168341974506,False,False,0,0,0,0,0,0,PF
4,0.8,15,14,14,False,False,False,False,0.0,0.741,0.259,2,1,0.13160060131323906,0.3255611796444814,False,False,0,0,0,0,0,0,GG
5,1.0,43,33,31,False,False,False,False,0.0,0.975,0.025,2,0,0.2384581842425603,0.4129099835329946,False,True,1,1,0,1,0,1,NF
1,0.25,74,50,47,True,False,False,False,0.024,0.8029999999999999,0.17300000000000001,5,0,1.0000000000000009,0.5803793449685579,False,False,1,0,0,0,0,1,OQ
2,0.5,44,36,35,False,False,False,False,0.0,0.919,0.081,2,1,0.2974716079165205,0.4797688860047912,False,False,0,0,0,0,0,0,PA
3,0.75,78,51,46,True,True,False,False,0.026000000000000002,0.7759999999999999,0.198,1,0,0.5431833389772573,0.5678281238076096,True,True,0,0,0,0,0,0,FD
4,1.0,47,39,38,False,False,False,False,0.0,0.833,0.16699999999999998,4,2,0.2380617449843404,0.3643654198977908,False,False,0,0,0,0,0,0,PA
1,0.16666666666666666,32,22,21,True,True,False,True,0.0,0.898,0.102,0,0,1.0,0.4421381113016632,False,True,0,1,0,0,0,0,OQ
2,0.3333333333333333,34,29,29,False,False,False,False,0.0,0.88,0.12,2,0,0.103038728972907,0.1062426693621043,False,True,0,0,0,0,0,0,PA
3,0.5,219,109,99,False,False,True,False,0.005,0.92,0.075,3,1,0.4797184842098398,0.4618982012869082,False,True,1,0,0,0,0,0,PA FD
5,0.8333333333333334,6,6,6,True,False,False,False,0.0,1.0,0.0,0,0,0.0,0.0,False,False,0,0,0,0,0,0,JK
6,1.0,3,3,3,False,False,False,False,0.0,1.0,0.0,0,0,0.051533475942816334,0.1277894841169665,False,False,0,0,0,0,0,0,JK
7,1.1666666666666667,8,8,8,True,False,False,False,0.402,0.598,0.0,0,1,0.01360062549675703,0.08393199617607514,False,False,0,0,0,0,0,1,JK
